Unnamed: 0,Unnamed: 0.1,log_messages,len,valid_messages,label
6090,6470,exception occurred during processing a deadline job,10,True,0.0
6095,6475,failed to cancel task,4,True,0.0
6097,6477,found a foreign key in tablewith no name assigning it a random nametable getid randname private staticing md5ingtry,30,True,0.0
6110,6490,cant convertto json actiongraphdata,9,True,0.0
6128,6508,exception when handling command result data,6,True,0.0
6130,6510,json web token verify failed,5,True,0.0
6146,6526,can not parse transactions map,5,True,0.0
6147,6527,error evaluating,2,True,0.0
6148,6528,could not start,9,True,0.0
6149,6529,unresolved class or property missing import,9,True,0.0
6151,6531,file system does not support atomic moves,7,True,0.0
6191,6571,error while setting audit values,5,True,0.0
6194,6574,node to be reserved is in the blacklist,8,True,0.0
6450,6830,error getting referenced key columns,5,True,0.0
6452,6832,bad node with null object,5,True,0.0
6453,6833,could not get attribute information from table,7,True,0.0
6548,6928,there were errors during shutdown error messagee getmessage,12,True,0.0
6550,6930,could not determine jabref path,4,True,0.0
6588,6968,vuex unknown action type,7,True,0.0
6602,6982,get archivers content error,7,True,0.0
6603,6983,fresh index yaml for delete,8,True,0.0
6604,6984,init influxdb fail,3,True,0.0
6616,6996,html,9,True,1.0
6620,7000,error need text,9,True,0.0
6625,7005,can not find agent by agentid,9,True,0.0
6629,7009,proxyclient error targeturl,6,True,0.0
6657,7037,can not find arthas logging config,6,True,0.0
6662,7042,jar,17,True,1.0
6664,7044,get item count of result model failed model,11,True,0.0
6670,7050,advice listener is null,4,True,0.0
6676,7056,register result view failed,4,True,0.0
6679,7059,logger command update log4j level error,6,True,0.0
6690,7070,pull results failed,3,True,0.0
6691,7071,some of the references have been not cleared,8,True,0.0
6758,7147,class not foundclassname,7,True,0.0
6761,7150,engine type is null,4,True,0.0
6770,7159,null bridge,2,True,0.0
6782,7171,an exception was caught channel,11,True,0.0
6812,7201,failed to get process thread count error code,11,True,0.0
6837,7264,unknown level specified in,4,True,0.0
6838,7265,error parsing store object,7,True,0.0
6842,7269,error on saving jobs statuses dump,9,True,0.0
6843,7270,unknown modules,5,True,0.0
6844,7271,merged netdata object,3,True,0.0
6845,7272,error sending,2,True,0.0
6846,7273,d3pie error d3 is not available,6,True,0.0
6847,7274,d3pie error the first d3pie param must be a valid dom element not jquery or a iding,19,True,0.0
6848,7275,d3pie error invalid configucture missing data content property,9,True,0.0
6849,7276,d3pie error no data supplied,5,True,0.0
6850,7277,oauth client details,8,True,1.0
6851,7278,shutdown after failure to start invalidator,9,True,0.0
6852,7279,error while trying to encrypt with kamus,7,True,0.0
6895,7322,failed temporarilye or repr e,13,True,0.0
6897,7324,circuit named is failure,7,True,0.0
6898,7325,failed to save checkpoint in xgboost4j at iteration,8,True,0.0
6899,7326,training failed in xgboost4j,4,True,0.0
6900,7327,load tracker library failed,4,True,0.0
6901,7328,the rabittracker thread is terminated unexpectedly,6,True,0.0
6902,7329,uncaught exception thrown by worker,5,True,0.0
6903,7330,can not get runtime configuration from tracker process,8,True,0.0
6904,7331,fault failed to start tracker process,6,True,0.0
6906,7333,error loading tracker properties file skipping and using defaults,9,True,0.0
6907,7334,failed to delete outdated checkpoint at,6,True,0.0
6908,7335,failed to clean checkpoint from other training instance,8,True,0.0
6909,7336,failed to load native library,5,True,0.0
6910,7337,xgbooster worker taskid has failed attempt times due to xgbexception,10,True,0.0
6911,7338,weights filedoes not exist unable to archive model weights file,13,True,0.0
6912,7339,errorcontains no images,7,True,0.0
6913,7340,at least one of your input folders contains fewer than 25 images,12,True,0.0
6914,7341,could not preview sample,4,True,0.0
6915,7342,input locationnot found,7,True,0.0
6916,7343,folder does not exist,7,True,0.0
6917,7344,could not find a model in the supplied folder,12,True,0.0
6918,7345,more than one model found in the supplied folder,12,True,0.0
6919,7346,could not find any backup files in the supplied folder,13,True,0.0
6920,7347,location can not be found,8,True,0.0
6921,7348,alignments file not found at,8,True,0.0
6922,7349,the input locationis not valid,9,True,0.0
6923,7350,you have entered an invalid value for degrees,11,True,0.0
6924,7351,fail to rename,6,True,0.0
6926,7353,failed to moveto,10,True,0.0
6927,7354,error alignments file not found at,9,True,0.0
6928,7355,multiple alignments files are only permitted for merging,8,True,0.0
6929,7356,more than one alignments file required for merging,8,True,0.0
6930,7357,only select a source frames fr or source faces fc folder,11,True,0.0
6931,7358,no source folder fr or fc was provided,8,True,0.0
6932,7359,config error output size must be one of 128 256 or 384,11,True,0.0
6933,7360,model could not be found in folderexiting,11,True,0.0
6934,7361,failed to save imageoriginal error,12,True,0.0
6937,7364,failed to automatically detect your gpu,6,True,0.0
6938,7365,please run plaidml setup to set up your gpu,9,True,0.0
6939,7366,unable to determine task from the given file,11,True,0.0
6940,7367,notask in,9,True,0.0
6941,7368,timeout reached sending exit signal,5,True,0.0
6942,7369,error reading the preview file for,9,True,0.0
6943,7370,couldnt convert value into a jsoning,8,True,0.0
6947,7374,featherlight no content filter found,5,True,0.0
6949,7376,eventfilewriter writer thread error,7,True,0.0
6963,7390,error creating ssh key hash for nginx,7,True,0.0
6964,7397,exception occurs in rest controller,14,True,0.0
7079,7512,error getting data,6,True,0.0
7136,7569,failed to get properties fromstr,11,True,0.0
7245,7678,lat or long not set in home assistant config,9,True,0.0
7265,7698,sms gateway not found can not initialize service,8,True,0.0
7287,7720,error movingstr,11,True,0.0
7289,7722,setting hvac mode failed,4,True,0.0
7297,7730,invalid zoneminder host provided,7,True,0.0
7298,7731,could not send tostr,10,True,0.0
7299,7732,no routers configured,6,True,0.0
7300,7733,setup uscis sensor fail check if your case id is valid,12,True,0.0
7301,7734,bitcoin address is not valid,8,True,0.0
7302,7735,unable to connect to rain cloud service,10,True,0.0
7306,7739,unable to bind to gree device,9,True,0.0
7326,7759,please config aws notify platform in aws component,8,True,0.0
7545,7978,setup failed check your configuration,8,True,0.0
7550,7983,config itemstr,8,True,0.0
7552,7985,failed to connect to projector,8,True,0.0
7577,8010,no such fan speed available,8,True,0.0
7606,8039,connection to sabnzbd api failed,5,True,0.0
7652,8085,owserver failure in read got,8,True,0.0
7677,8110,an error occurred while turning off adguard home switch,9,True,0.0
7755,8188,unexpected error creating device,7,True,0.0
7982,8415,failed to connect to minio endpoint,9,True,0.0
8089,8522,pilightdaemonsim payload,5,True,0.0
8092,8525,vagrantfile load error,6,True,0.0
8093,8526,failed to apply build using,8,True,0.0
8094,8527,failed to create container,7,True,0.0
8095,8528,virtualbox and hyper v can not be used together at the same time on windows and will result in a system crash,22,True,0.0
8096,8529,vagrant encountered an error while trying to recover it will now show the original error and continue,17,True,0.0
8097,8530,couldnt find vm name in the output,8,True,0.0
8099,8532,no user windows access defined for the windows subsystem for linux this is required for virtualbox,16,True,0.0
8100,8533,error message about unable to open vboxnetctl,7,True,0.0
8101,8534,required virtual machine directory not found,6,True,0.0
8102,8535,failed to locate box configuration path,6,True,0.0
8103,8536,failed to locate box image path,6,True,0.0
8104,8537,smb compatible password has not been stored,7,True,0.0
8105,8538,failed to repair user installed plugins,9,True,0.0
8106,8539,pty stdout doesnt include delims,6,True,0.0
8107,8540,auto generated inventory impossible to get ssh information for machine this machine should be recreated,18,True,0.0
8108,8541,error while gathering the ansible version,9,True,0.0
8109,8542,failed to locate vagrant rubygem specification,6,True,0.0
8111,8544,failed to load solution set,8,True,0.0
8112,8545,error occurred,5,True,0.0
8113,8546,an invalid unit or format was givening to bytes can not convert,14,True,0.0
8114,8547,exit code,5,True,0.0
8115,8548,error is server doesnt support byte ranges retrying from scratch,11,True,0.0
8116,8549,unknown config sources,6,True,0.0
8118,8551,plugin initialization error,6,True,0.0
8119,8552,failed to load plugin,7,True,0.0
8120,8553,plugin loading error,6,True,0.0
8121,8554,unable to update item error json,6,True,0.0
8122,8555,request origin not allowed,7,True,0.0
8123,8556,filestoreerror,4,True,0.0
8124,8557,dallierror,4,True,0.0
8125,8558,node warning possible eventemitter memory leak detectedlisteners added use emitter setmaxlisteners to increase limit,16,True,0.0
8144,8577,unknown webpack asset type,4,True,0.0
8146,8579,line in wrong format,7,True,0.0
8147,8580,httprequest fixup occurred,6,True,0.0
8148,8581,cgihandler n,5,True,0.0
8149,8582,localstorage quota exceeded,3,True,0.0
8150,8583,error setting import status to failed,9,True,0.0
8151,8584,error writing to git config for project,10,True,0.0
8152,8585,mattermost team deletion failed,7,True,0.0
8153,8586,exception renaming,5,True,0.0
8154,8587,can not obtain an exclusive lease there must be another instance already in execution,14,True,0.0
8155,8588,exception moving path,6,True,0.0
8156,8589,failed to dismiss banner,4,True,0.0
8157,8590,failed to fetch search count from,9,True,0.0
8158,8591,failed to dismiss message,4,True,0.0
8159,8592,svg could not be rendered correctly,6,True,0.0
8162,8595,failed to export project,7,True,0.0
8163,8596,failed to delete project,7,True,0.0
8164,8597,failed to create signature for commit,9,True,0.0
8165,8598,failed to find merge request with id,11,True,0.0
8166,8599,failed to check mergeability of merge request,10,True,0.0
8167,8600,could not remove remote,7,True,0.0
8169,8602,failed cleanup refs of merge request,9,True,0.0
8170,8603,expired member id,7,True,0.0
8171,8604,post receive,5,True,0.0
8172,8605,file hook error,6,True,0.0
8173,8606,uploadchecksumworker couldnt find upload skipping,9,True,0.0
8174,8607,newnoteworker couldnt find note with id skipping job,13,True,0.0
8175,8608,failed nrepository not found,7,True,0.0
8176,8609,skipping job,5,True,0.0
8177,8610,webhook error after,6,True,0.0
8178,8611,unable to connect to akismet skipping check,10,True,0.0
8179,8612,unable to connect to akismet skipping,9,True,0.0
8180,8613,the lfs import process failed,8,True,0.0
8181,8614,can not move attachments from,8,True,0.0
8182,8615,repository can not be moved from,9,True,0.0
8183,8616,mergeservice error,5,True,0.0
8184,8617,repository could not be rolled back,9,True,0.0
8185,8618,project could not be saved,8,True,0.0
8187,8620,warning you must use the expose gc node option to accurately measure webpack s heap size,16,True,0.0
8188,8621,invalid cron jobs config key check your gitlab config file,12,True,0.0
8189,8622,import failed,5,True,0.0
8190,8623,screenshot,4,True,0.0
8191,8624,html capture,5,True,0.0
8192,8625,wrappedchromeruntimeport only supports onmessage,4,True,0.0
8193,8626,wrappedauthenticatorport only supports message,4,True,0.0
8194,8627,wrappediosport only supports message,4,True,0.0
8195,8628,first event on iframe port was not ready,8,True,0.0
8196,8629,unknown or missing requestid in response,6,True,0.0
8198,8631,gl spec runner error unable to load spec,8,True,0.0
8199,8632,failed to transfer lfs object,8,True,0.0
8201,8634,failed to transfer package file,8,True,0.0
8202,8635,unable to observe database transaction duration,9,True,0.0
8203,8636,consul api url is not present in config gitlab yml,9,True,0.0
8204,8637,failed to create partition s for,9,True,0.0
8205,8638,cleaning up,5,True,0.0
8206,8639,prometheus listen address is not present in config gitlab yml,9,True,0.0
8207,8640,prometheus enable is not present in config gitlab yml,9,True,0.0
8208,8641,unable to clean repository on storage,9,True,0.0
8209,8642,error discourse url was not found,6,True,0.0
8211,8644,can not cache non existent response for,7,True,0.0
8214,8647,couldnt create report,7,True,0.0
8215,8648,error while computing report e backtrace join,11,True,0.0
8216,8649,could not find file in the store located at url,13,True,0.0
8217,8650,failed to store optimized image of size,10,True,0.0
8219,8652,no method found,6,True,0.0
8220,8653,json response is missing,4,True,0.0
8221,8654,could not find widget in registry,9,True,0.0
8222,8655,couldnt find register,4,True,0.0
8223,8656,error could not find widget,8,True,0.0
8224,8657,no handler for found,7,True,0.0
8227,8660,failed to backfill,6,True,0.0
8228,8661,failed to warm up pretty text,9,True,0.0
8229,8662,ntests timed out n,5,True,0.0
8230,8663,popperjs an invalid property has been provided to the,9,True,0.0
8231,8664,could not persist avatar for user,9,True,0.0
8233,8666,failed to suspend user,7,True,0.0
8235,8668,could not import avatar for user,9,True,0.0
8236,8669,there was an error while downloading locally,10,True,0.0
8237,8670,unknown cose algorithm encountered alg,8,True,0.0
8238,8671,unhandled node within src printer index js,7,True,0.0
8239,8672,error while trying to open file,9,True,0.0
8240,8673,failed to close filestreamsourcetaskeam,5,True,0.0
8242,8675,recordmetadata has no offset cant sync offsets for,12,True,0.0
8243,8676,failure sending offset sync,4,True,0.0
8244,8677,error querying offsets for consumer group on cluster,14,True,0.0
8245,8678,error querying for consumer group on cluster,13,True,0.0
8246,8679,interrupted waiting for mirrormaker to shutdown,6,True,0.0
8247,8680,timed out in shutdown hook waiting for mirrormaker startup to finish unable to shutdown cleanly,15,True,0.0
8248,8681,interrupted in shutdown hook while waiting for mirrormaker startup to finish unable to shutdown cleanly,15,True,0.0
8249,8682,failed to start mirrormaker,4,True,0.0
8250,8683,stopping due to error,4,True,0.0
8251,8684,timed out running task,10,True,0.0
8252,8685,caught exception in task,10,True,0.0
8253,8686,timed out during shutdown of internal scheduler,10,True,0.0
8254,8687,caught exception in scheduled task,11,True,0.0
8256,8689,failed to start connect,4,True,0.0
8257,8690,failed to create job for,8,True,0.0
8258,8691,stopping after connector error,4,True,0.0
8260,8693,failed to remove connector configuration from kafka,7,True,0.0
8261,8694,failed to write connector configuration to kafka,7,True,0.0
8262,8695,failed to write root configuration to kafka,7,True,0.0
8264,8697,failed to write session key to kafka,7,True,0.0
8265,8698,unexpected in consumer callback for kafkaconfigbackingstore,6,True,0.0
8266,8699,failed to convert config data to kafka connect format,9,True,0.0
8267,8700,found target state in wrong format,12,True,0.0
8268,8701,failed to write status update,5,True,0.0
8270,8703,invalid connector status type,7,True,0.0
8271,8704,failed to deserialize connector status,5,True,0.0
8272,8705,invalid task status type,7,True,0.0
8273,8706,failed to deserialize task status,5,True,0.0
8274,8707,invalid topic status value,7,True,0.0
8275,8708,invalid topic status value for field,12,True,0.0
8276,8709,failed to deserialize topic status,5,True,0.0
8277,8710,failed to stop kafkabasedlog producer,5,True,0.0
8278,8711,failed to stop kafkabasedlog consumer,5,True,0.0
8279,8712,unexpected exception in,6,True,0.0
8280,8713,thread exiting with uncaught exception,8,True,0.0
8281,8714,error initializing connector,6,True,0.0
8282,8715,error while starting connector,7,True,0.0
8283,8716,error while shutting down connector,8,True,0.0
8285,8718,connector raised an error,7,True,0.0
8286,8719,task threw an uncaught and unrecoverable exception during shutdown,12,True,0.0
8287,8720,task threw an uncaught and unrecoverable exception task is being killed and will not recover until manually restarted,21,True,0.0
8288,8721,failed to start connector,7,True,0.0
8289,8722,task failed initialization and will not be started,11,True,0.0
8290,8723,graceful shutdown of offset commitoffsets thread timed out,8,True,0.0
8291,8724,failed to commit offsets,7,True,0.0
8292,8725,unhandled exception when committing,7,True,0.0
8294,8727,failed to send record to,11,True,0.0
8295,8728,exception thrown while calling task commitrecord,9,True,0.0
8296,8729,critical saw callback for record that was not present in the outstanding message set,20,True,0.0
8297,8730,failed to flush timed out while waiting for producer to flush outstanding messages,19,True,0.0
8298,8731,interrupted while flushing messages offsets will not be committed,12,True,0.0
8299,8732,failed to flush offsets to storage,9,True,0.0
8300,8733,flush of offsets threw an unexpected exception,10,True,0.0
8301,8734,timed out waiting to flush offsets to storage,11,True,0.0
8302,8735,exception thrown while calling task commit,9,True,0.0
8303,8736,interrupted waiting for kafka connect to shutdown,7,True,0.0
8304,8737,interrupted in shutdown hook while waiting for kafka connect startup to finish,12,True,0.0
8305,8738,unexpected error during connector restart,5,True,0.0
8306,8739,no admin connector found for listeners,9,True,0.0
8307,8740,failed to start restclient,4,True,0.0
8308,8741,io error forwarding rest request,5,True,0.0
8309,8742,failed to stop http client,5,True,0.0
8310,8743,uncaught exception in rest call to,9,True,0.0
8311,8744,uncaught exception in herder work thread exiting,7,True,0.0
8312,8745,failed to start connector,4,True,0.0
8313,8746,failed to transition connector to target state,7,True,0.0
8314,8747,unexpected error during task reconfiguration,5,True,0.0
8315,8748,task reconfiguration for failed unexpectedly this connector will not be properly reconfigured unless manually triggered,18,True,0.0
8316,8749,task that requested reconfiguration does not exist,10,True,0.0
8317,8750,failed to transition connector to target state,13,True,0.0
8318,8751,invalid path in plugin path ignoring,9,True,0.0
8319,8752,could not get listing for plugin path ignoring,11,True,0.0
8320,8753,could not instantiate plugins in ignoring,12,True,0.0
8321,8754,encountered an error while awaiting an errant record future s completion,11,True,0.0
8322,8755,topic doesnt exist will attempt to create topic,12,True,0.0
8323,8756,could not produce message to dead letter queue topic,9,True,0.0
8324,8757,could not serialize stacktrace,4,True,0.0
8325,8758,could not check connector state info,6,True,0.0
8328,8761,could not shutdown producer,4,True,0.0
8329,8762,unable to create temporary log directory,6,True,0.0
8330,8763,could not stop kafka,4,True,0.0
8331,8764,could not stop connect,4,True,0.0
8332,8765,could not check active workers,5,True,0.0
8333,8766,could not check running brokers,5,True,0.0
8334,8767,failed to describe the topic s,9,True,0.0
8335,8768,failed to describe the topic,8,True,0.0
8336,8769,could not check config validation error count,7,True,0.0
8339,8772,could not check connector state info,9,True,0.0
8340,8773,could not set up plugin test jars,7,True,0.0
8341,8774,alleam threads have died the instance will be in error state and should be closed,16,True,0.0
8342,8775,global thread has died the instance will be in error state and should be closed,15,True,0.0
8343,8776,topology with no input topics will create noeam threads and no global thread,14,True,0.0
8344,8777,error destroying,5,True,0.0
8345,8778,received offset to write to checkpoint file for,14,True,0.0
8346,8779,empty partitions for topic,7,True,0.0
8347,8780,failed to unlock the global state directory,7,True,0.0
8348,8781,encountered a topic partition in the global checkpoint file not associated with any global,14,True,0.0
8349,8782,failed to close global state store,9,True,0.0
8350,8783,tried to initialize store offsets for corrupted store,11,True,0.0
8351,8784,failed to flush state store,8,True,0.0
8352,8785,failed to flush cache of store,9,True,0.0
8353,8786,failed to close state store,8,True,0.0
8354,8787,received error code,6,True,0.0
8356,8789,received unknown error code,7,True,0.0
8357,8790,failed to delete global task directory after detecting corruption,9,True,0.0
8358,8791,unexpected state transition from to,11,True,0.0
8359,8792,shutting down because the kafka cluster seems to be on a too old version,14,True,0.0
8360,8793,unexpected state during normal iteration,8,True,0.0
8361,8794,failed to close task manager due to the following error,10,True,0.0
8362,8795,failed to close changelog reader due to the following error,10,True,0.0
8363,8796,failed to close consumer due to the following error,9,True,0.0
8364,8797,failed to close restore consumer due to the following error,10,True,0.0
8365,8798,error flushing cache for corrupted task,9,True,0.0
8366,8799,error suspending corrupted task,7,True,0.0
8367,8800,hit exceptions while closing recycling tasks,9,True,0.0
8369,8802,failed to close global consumer due to the following error,10,True,0.0
8370,8803,encountered error while deleting the checkpoint file due to this exception,11,True,0.0
8371,8804,encountered error extracting stacktrace from this exception,7,True,0.0
8372,8805,no task found for topic partition,9,True,0.0
8373,8806,tried to process tasks in offset sum map before processing tasks from ownedpartitions,16,True,0.0
8374,8807,exception while trying to obtain lag map,7,True,0.0
8376,8809,validation failed,2,True,0.0
8377,8810,caught unexpected error in fetch completion of request,11,True,0.0
8378,8811,failed to register mbean name e,6,True,0.0
8379,8812,a zookeeper client exception has occurred and makeleader will be skipping the,12,True,0.0
8380,8813,ignoring stopreplica request delete true from,6,True,0.0
8381,8814,unable to stop rest server,5,True,0.0
8382,8815,unable to start process,7,True,0.0
8383,8816,stderr,7,True,0.0
8384,8817,exitmonitor error,5,True,0.0
8385,8818,terminator error,5,True,0.0
8386,8819,exception on final future,4,True,0.0
8387,8820,error while refreshing sustained adminclient connection,6,True,0.0
8388,8821,error while refreshing sustained kafkaproducer connection,6,True,0.0
8389,8822,error while refreshing sustained kafkaconsumer connection,6,True,0.0
8390,8823,aborted thread while maintaining sustained connections,6,True,0.0
8391,8824,aborted test while running statusupdater,5,True,0.0
8392,8825,failed to parse process id from line,11,True,0.0
8393,8826,worker stop exception,6,True,0.0
8394,8827,failed to stop worker,7,True,0.0
8395,8828,got exception while running agent shutdown hook,7,True,0.0
8396,8829,got exception while running coordinator shutdown hook,7,True,0.0
8397,8830,error creating worker,9,True,0.0
8398,8831,error stopping worker,9,True,0.0
8399,8832,failed to get agent status connectexception,12,True,0.0
8400,8833,failed to get agent status,8,True,0.0
8401,8834,unhandled exception in nodeheartbeatrunnable,7,True,0.0
8402,8835,unable to find nodes for task,9,True,0.0
8403,8836,error reporting metrics,9,True,0.0
8404,8837,pushhttpmetricsreporter does not currently support redirects saw,10,True,0.0
8405,8838,error reporting metrics,3,True,0.0
8406,8839,error during processing terminating consumer process,6,True,0.0
8407,8840,could not list pids,7,True,0.0
8408,8841,forwarding request to portfailed,9,True,0.0
8409,8842,missing source sequencebers for task,6,True,0.0
8410,8843,duplicate source sequencebers for task,6,True,0.0
8411,8844,missing sink sequencebers for task,6,True,0.0
8412,8845,duplicate sink sequencebers for task,6,True,0.0
8413,8846,found sink sequenceber greater than any generated sink sequenceber for tasknum,16,True,0.0
8415,8848,unexpected exception during send closing connection and rethrowing exception,15,True,0.0
8416,8849,modification time of key store could not be obtained,9,True,0.0
8417,8850,principal next refresh is later than expiry this may indicate a clock skew problem,23,True,0.0
8418,8851,sasl extensions can not be null check whether your callback handler is explicitly setting them as null,17,True,0.0
8419,8852,classnotfoundexception exception occurred,3,True,0.0
8420,8853,mismatch in sending bytes over socket expected actual,14,True,0.0
8421,8854,error when removing metric from,5,True,0.0
8422,8855,error when registering metric on,5,True,0.0
8423,8856,error when closing,3,True,0.0
8424,8857,reclaimed buffer of size and identity that was not properly release ed this is a bug,22,True,0.0
8425,8858,metadata response reported invalid topics,8,True,0.0
8426,8859,topic authorization failed for topics,8,True,0.0
8427,8860,unexpected error during i o,5,True,0.0
8428,8861,uncaught error in request completion,5,True,0.0
8429,8862,failed to close coordinator,4,True,0.0
8430,8863,could not cast response body,5,True,0.0
8431,8864,is assigned to more than one consumer,10,True,0.0
8432,8865,the consumer is assigned more partitions than the maximum possible,13,True,0.0
8433,8866,expected more than one potential consumer for partition,11,True,0.0
8434,8867,expected partition to be assigned to a consumer,11,True,0.0
8435,8868,a cycle of length was found,12,True,0.0
8436,8869,failed to close consumer interceptor,5,True,0.0
8437,8870,unable to find fetchsessionhandler for node ignoring fetch response,12,True,0.0
8438,8871,discarding error in listoffsetresponse because another error is pending,9,True,0.0
8439,8872,discarding error in offsetsforleaderepoch because another error is pending,9,True,0.0
8440,8873,interrupted while joining iothread,4,True,0.0
8441,8874,uncaught error in kafka producer i o thread,8,True,0.0
8444,8877,failed to close network client,5,True,0.0
8445,8878,aborting producer batches due to fatal error,7,True,0.0
8446,8879,error executing user provided callback on message for topic partition,13,True,0.0
8447,8880,failed to close producer interceptor,5,True,0.0
8449,8882,metric failed with exception,7,True,0.0
8450,8883,can not close commit offsets consumer,6,True,0.0
8451,8884,error starting services,3,True,0.0
8512,8945,failed to create user specified executor,9,True,0.0
8513,8946,could not shutdownt self error,6,True,0.0
8514,8947,shutting down eventloopgroup failed error,5,True,0.0
8516,8949,could not stop http server error,6,True,0.0
8517,8950,could not configure tls error,5,True,0.0
8518,8951,shutting down threadpool failed error,5,True,0.0
8520,8953,stream warning problem setting document domain,6,True,0.0
8521,8954,error while retrieving file stats,8,True,0.0
8525,9051,has no name assigned,5,True,1.0
8526,9052,execution of sql statement failed,5,True,0.0
8527,9053,livereload disabled because the browser does not seem to support web sockets,12,True,0.0
8541,9080,sendmsg error,5,True,0.0
8542,9081,recievestate error,5,True,0.0
8543,9082,option legend data has not been defined,7,True,0.0
8544,9083,option data length 1,4,True,0.0
8545,9084,option roamcontroller maptypecontrol has not been defined,7,True,0.0
8546,9086,goldeneggs togoldenegg error,6,True,0.0
8548,9088,goldeneggs new togoldenegg error,7,True,0.0
8552,9144,task is not implemented yet,5,True,0.0
8564,9160,must be a folder in the local file system,12,True,0.0
8606,9244,failed to invoke message listener,8,True,0.0
8607,9245,sending message to database failed,5,True,0.0
8608,9246,message format invalid,6,True,0.0
8609,9247,scan gray release rule failed,5,True,0.0
8610,9248,parse rule for gray release rule failed,10,True,0.0
8611,9249,refresh configs failed,3,True,0.0
8612,9250,config clogging failed,3,True,0.0
8613,9251,parsing json to type failed,11,True,0.0
8614,9252,auto update apollo changed value failed,9,True,0.0
8616,9254,config for apollo connecttimeout is invalid,9,True,0.0
8617,9255,config for apollo readtimeout is invalid,9,True,0.0
8618,9256,config for apollo refreshinterval is invalid,9,True,0.0
8619,9257,config for apollo loadconfigqps is invalid,9,True,0.0
8620,9258,config for apollo longpollqps is invalid,9,True,0.0
8621,9259,config for apollo configcachesize is invalid,9,True,0.0
8622,9260,load resource config for namespace failed,9,True,0.0
8623,9261,failed to invoke config file change listener,10,True,0.0
8624,9262,failed to invoke config change listener,9,True,0.0
8625,9263,failed to invoke repository change listener,9,True,0.0
8629,9267,load new updated app access keys failed,7,True,0.0
8630,9268,rebuild cache failed,3,True,0.0
8632,9270,load new app namespaces failed,5,True,0.0
8633,9271,scan new release messages failed,5,True,0.0
8634,9272,initialize providermanager failed,3,True,0.0
8635,9273,getproperty for failed,6,True,0.0
8636,9274,initialize networkprovider failed,3,True,0.0
8637,9275,initialize serverprovider failed,3,True,0.0
8638,9276,initialize applicationprovider failed,3,True,0.0
8639,9277,initialize defaultapplicationprovider failed,3,True,0.0
8641,9279,initialize defaultserverprovider failed,3,True,0.0
8643,9281,some error occurred,3,True,0.0
8644,9282,create namespace fail,3,True,0.0
8645,9283,notify webhook server failed webhook server url,10,True,0.0
8646,9284,http request failed uri method,11,True,0.0
8648,9286,wrong format of admin service access tokens,10,True,0.0
8649,9287,wrong format for,6,True,0.0
8650,9288,write error,5,True,0.0
8651,9289,config export failed,6,True,0.0
8652,9290,init email request build failed,5,True,0.0
8653,9291,init ctrip email service failed,5,True,0.0
8654,9292,send email failed,3,True,0.0
8655,9293,create appnamespace failed appid env,11,True,0.0
8656,9294,update app s info failed env appid,13,True,0.0
8657,9295,delete app failed env appid,11,True,0.0
8658,9296,delete appnamespace failed appid namespace env,15,True,0.0
8659,9297,stop apollo server error,4,True,0.0
8660,9299,unable to map result forcommand getmethod e,11,True,0.0
8661,9300,h p compilationresult gettargetcodesize bytes newline,7,True,0.0
8662,9301,connected at,5,True,0.0
8663,9302,default output format is csv,5,True,0.0
8664,9303,support email dev sheetjs com,5,True,0.0
8665,9304,web demo http oss sheetjs com js,7,True,0.0
8666,9305,waiting for backend at,7,True,0.0
8667,9306,serving http on port,4,True,0.0
8668,9307,keycloak server demo presented by,5,True,0.0
8672,9311,okskip,6,True,1.0
8673,9312,okstr,5,True,1.0
8674,9313,not okstr,6,True,1.0
8675,9314,teamcity testsuitestarted name mocha suite,5,True,0.0
8676,9315,teamcity teststarted name,3,True,0.0
8677,9316,teamcity testfailed name,3,True,0.0
8678,9317,teamcity testignored name,3,True,0.0
8679,9318,teamcity testfinished name,3,True,0.0
8680,9319,teamcity testsuitefinished name mocha suite duration,6,True,0.0
8681,9320,app running on port,4,True,0.0
8682,9321,ng hmr restoring selected options,5,True,0.0
8683,9322,hello from worker,3,True,1.0
8684,9323,page got message,6,True,0.0
8685,9324,listening on port,6,True,0.0
8686,9325,original source n,7,True,0.0
8687,9326,current source n,7,True,0.0
8688,9327,authentication complete,2,True,0.0
8689,9328,rxjs back to a better error behavior thank you 3,10,True,0.0
8690,9329,exec,4,True,0.0
8691,9330,dir,4,True,0.0
8693,9332,deploying,4,True,0.0
8694,9333,on death debug mode enabled for pid,7,True,0.0
8695,9334,the following sets forth attribution notices for third party software that may be contained,14,True,0.0
8696,9335,mainview mounted,2,True,0.0
8697,9336,target branch is,6,True,0.0
8698,9337,fetching from origin,6,True,0.0
8699,9338,rebasing current branch on,7,True,0.0
8700,9339,failed to rebase on top or target branch n,9,True,0.0
8701,9340,running tests,5,True,0.0
8702,9341,running total,5,True,0.0
8703,9342,current directory,5,True,0.0
8704,9343,will loop forever while you debug ctrl c to quit,10,True,0.0
8705,9344,using as temporary directory for a new project,11,True,0.0
8706,9345,file changed with no import export changes,7,True,0.0
8707,9346,fstring script,2,True,0.0
8708,9347,ustring script,2,True,0.0
8709,9348,pre rename lazy script,4,True,0.0
8710,9349,car with id not found returning to list,12,True,0.0
8711,9350,old hashes,5,True,0.0
8712,9351,new hashes,5,True,0.0
